rs10000169	4	76435093	99.1735537190083	-	AG
rs10009342	4	162258786	100	-	AG
rs10009967	4	66337469	100	+	AG
rs10017989	4	187809555	100	-	AG
rs1002244	21	18183699	99.1735537190083	+	AG
rs10027292	4	181305282	100	-	AG
rs1005239	22	47291420	99.1735537190083	+	AG
rs10062244	5	74873220	99.1735537190083	-	AG
rs10068633	5	84874449	100	-	AG
rs10094541	8	19377870	99.1735537190083	+	AG
rs1009675	17	9221561	99.1735537190083	-	AC
rs10104039	8	22680871	100	-	AG
rs10130739	14	30361910	100	+	AG
rs10142784	14	95825524	99.1735537190083	-	AG
rs1014415	1	92036503	99.1735537190083	+	AG
rs1015566	21	19193719	100	-	AG
rs10168461	2	63690087	100	+	AG
rs10183073	2	145650840	99.1735537190083	-	AC
rs10192997	2	180946221	99.1735537190083	+	AG
rs10199869	2	36106927	100	-	AG
rs10239501	7	49813134	100	+	AG
rs10248098	7	111996520	100	-	AG
rs1024961	5	143804280	100	-	AC
rs1025099	18	53817899	99.1735537190083	+	AG
rs10260011	7	85080040	99.1735537190083	-	AG
rs10263926	7	10639757	99.1735537190083	-	AG
rs10264820	7	122503485	99.1735537190083	-	AG
rs10279821	7	129043493	100	-	AG
rs10280228	7	47847109	99.1735537190083	+	AG
rs1028285	22	27149248	100	+	AG
rs1029355	22	32166094	100	+	AG
rs1029365	7	90282987	99.1735537190083	+	AG
rs1029387	19	35529739	100	+	AG
rs1030392	11	4422242	100	+	AG
rs1034859	22	17149596	99.1735537190083	+	AC
rs1038723	11	1541483	99.1735537190083	+	AG
rs10416265	19	33114394	100	+	AG
rs1041755	21	31866639	99.1735537190083	-	AC
rs1041981	6	31573007	99.1735537190083	+	AC
rs10470840	4	12152589	100	-	AG
rs1047642	4	169742084	99.1735537190083	-	AG
rs10481715	9	91548484	99.1735537190083	+	AG
rs10483269	14	22229780	99.1735537190083	-	AG
rs10483449	14	33511256	100	-	AG
rs10484771	6	135576797	99.1735537190083	-	AG
rs10485012	6	22606797	100	+	AC
rs10485467	20	60259393	99.1735537190083	+	AG
rs10485909	7	78610431	99.1735537190083	+	AG
rs10486725	7	41833111	99.1735537190083	-	AG
rs10487804	7	87406789	99.1735537190083	+	AG
rs10489741	1	96476850	99.1735537190083	+	AG
rs10491733	9	4483188	99.1735537190083	-	AG
rs10491954	12	1245179	99.1735537190083	+	AG
rs10492142	12	13892332	100	-	AG
rs10492305	12	68435452	100	+	AG
rs10493220	1	57392785	99.1735537190083	+	AG
rs10493800	1	87711720	99.1735537190083	+	AG
rs10494592	1	187189472	100	-	AC
rs10498208	2	226491259	99.1735537190083	+	AG
rs10499054	6	109785031	100	+	AG
rs10501093	11	27968572	99.1735537190083	+	AG
rs10502151	11	111853410	99.1735537190083	-	AG
rs10502262	11	121544603	99.1735537190083	-	AG
rs10502493	18	27447966	99.1735537190083	-	AG
rs10503384	8	9355463	99.1735537190083	+	AG
rs10503589	8	17103032	99.1735537190083	-	AG
rs10503661	8	19719625	100	-	AG
rs10503907	8	32314494	100	+	AG
rs10505186	8	112207310	100	-	AC
rs10506052	12	30017296	100	+	AC
rs10508415	10	10665981	99.1735537190083	-	AG
rs10508674	10	24431896	100	+	AG
rs10511057	3	77280241	100	-	AG
rs10512219	9	91893734	100	+	AG
rs10512337	9	104918449	99.1735537190083	+	AG
rs10513770	3	180140256	100	-	AG
rs10514493	16	80346901	98.3471074380165	+	AG
rs10515077	5	68317973	100	+	AC
rs10515805	5	159938560	99.1735537190083	+	AG
rs10515970	18	55313404	99.1735537190083	-	AG
rs10516583	4	112104108	99.1735537190083	+	AC
rs10518293	4	118410208	99.1735537190083	+	AG
rs10519435	5	115987125	99.1735537190083	+	AG
rs10519799	15	33168765	100	-	AG
rs10520376	4	177282309	99.1735537190083	+	AG
rs10520589	15	85467114	100	+	AC
rs10520676	15	88166407	99.1735537190083	+	AG
rs1061472	13	51950352	100	-	AG
rs1063302	1	100518883	99.1735537190083	+	AG
rs10735255	12	87348845	99.1735537190083	-	AG
rs10745626	12	93025579	100	-	AC
rs10748093	12	68024469	99.1735537190083	+	AG
rs10749321	10	119448449	99.1735537190083	-	AG
rs10758192	9	33131653	99.1735537190083	+	AG
rs10775489	18	49140929	99.1735537190083	+	AG
rs10776612	10	48527518	99.1735537190083	-	AG
rs1077746	10	12553544	99.1735537190083	-	AG
rs10778263	12	103565406	100	+	AC
rs10785350	12	42597336	99.1735537190083	-	AG
rs10787110	10	108368636	100	+	AG
rs10790184	11	117448544	99.1735537190083	+	AG
rs10794696	5	178814494	99.1735537190083	+	AG
rs10794932	10	2671521	100	+	AG
rs10799899	1	163103712	100	+	AC
rs10802931	1	241187692	100	-	AG
rs10803976	2	184564219	100	-	AG
rs10814123	9	34561810	99.1735537190083	-	AG
rs10819508	9	129385634	100	-	AG
rs10821046	9	92945910	100	-	AG
rs10824201	10	52174524	100	-	AC
rs10824335	10	75701456	99.1735537190083	+	AC
rs10827977	10	20162679	99.1735537190083	+	AG
rs10833192	11	19916309	100	+	AG
rs10842275	12	24110045	100	-	AC
rs10842745	12	26515162	99.1735537190083	-	AG
rs10842913	12	27416130	99.1735537190083	+	AG
rs10843438	12	29495342	99.1735537190083	+	AG
rs10859872	12	95322218	100	-	AG
rs10865738	3	16091876	100	-	AG
rs10871704	18	72720217	100	-	AG
rs10876723	12	39233995	100	+	AG
rs10878495	12	66677328	100	-	AG
rs10885591	10	114650154	99.1735537190083	+	AC
rs10894965	11	96972354	99.1735537190083	+	AC
rs10895115	11	101481696	99.1735537190083	-	AC
rs10896272	11	56346117	99.1735537190083	+	AC
rs10920115	1	201102756	100	-	AC
rs10937181	3	184623725	99.1735537190083	+	AG
rs10954778	8	31151231	100	+	AG
rs10955722	8	114613873	100	-	AG
rs10956705	8	133382034	100	-	AG
rs10959226	9	1076795	100	+	AG
rs10965553	9	22986070	100	+	AG
rs10967899	9	27335341	100	+	AG
rs10972278	9	35000292	99.1735537190083	+	AG
rs10973520	9	37751222	100	-	AG
rs10979601	9	108898571	99.1735537190083	-	AG
rs11007391	10	29025297	99.1735537190083	+	AG
rs11019357	11	91257717	99.1735537190083	-	AG
rs11037391	11	43263807	99.1735537190083	-	AG
rs11045049	12	20118550	99.1735537190083	+	AG
rs11046048	12	21439266	100	+	AC
rs11047806	12	25068640	99.1735537190083	+	AG
rs11083175	18	26637593	99.1735537190083	+	AG
rs11084402	19	55581999	99.1735537190083	-	AG
rs1109009	20	2477142	99.1735537190083	-	AC
rs1109073	10	78299885	100	+	AG
rs11149991	16	77418538	99.1735537190083	-	AG
rs11150312	16	80762497	99.1735537190083	-	AG
rs11152103	18	58898900	100	-	AG
rs1121757	5	87599858	100	+	AC
rs1123923	21	39963440	100	-	AC
rs1124242	14	95291589	99.1735537190083	+	AG
rs1125471	22	17175834	99.1735537190083	+	AC
rs1126214	18	31059582	100	-	AG
rs1127661	1	197153913	100	-	AG
rs1128127	22	23836945	99.1735537190083	+	AG
rs11550299	11	66486614	99.1735537190083	-	AC
rs11581300	1	215927605	100	+	AG
rs11592545	10	122291060	99.1735537190083	+	AG
rs11594084	10	128680458	99.1735537190083	+	AG
rs1160166	16	62915059	99.1735537190083	-	AG
rs1160346	5	63098540	100	+	AG
rs11624232	14	76315942	100	-	AG
rs11633969	15	86877005	100	-	AC
rs11636510	15	83517136	99.1735537190083	+	AG
rs11648776	16	83531255	100	+	AC
rs11648791	16	77741562	99.1735537190083	+	AG
rs11662508	18	23072559	100	+	AG
rs11663613	18	6671964	99.1735537190083	-	AG
rs11663827	18	3663631	99.1735537190083	+	AG
rs11664342	18	49619755	99.1735537190083	+	AG
rs11667601	19	16559849	99.1735537190083	+	AG
rs11670126	19	33190564	99.1735537190083	+	AG
rs11671204	19	14541466	100	+	AG
rs11693860	2	24146804	99.1735537190083	-	AG
rs11704546	22	27808809	100	-	AG
rs11705555	22	27810924	100	+	AC
rs11715034	3	51372169	100	-	AG
rs11724478	4	173598584	99.1735537190083	-	AG
rs11728123	4	25982265	100	+	AG
